"2017.Sergey.Naumov.Structural.Dominance.Analysis.of.Dynamic","Sergey Naumov","Structural Dominance Analysis of Dynamic Systems","Loop eigenvalue elasticity analysis (LEEA) and dynamic decomposition weight analysis (DDWA) have made significant progress in the interpretation of results and insights toward formally linking model structure to observed behavior in system dynamics models (Kampmann 2012; Kampmann and Oliva 2006; Oliva 2015). Despite their proven potential, these methods have not been widely used by the academic community and modeling practitioners. One of the major obstacles toward broad adoption has been the difficulty in performing the analyses; a process that up to now required multiple translations across software platforms and detailed understanding of the methods to deal with coding exceptions. In this session, we will demonstrate an integrated tool that allows us to perform a structural dominance analysis by leveraging Mathematica symbolic computations using a simple integrated interface. The tool automates all computations and the elaboration of tables and graphs for detailed analysis, and is flexible enough to localize the analysis with a few clicks; it can also efficiently explain dynamic behavior using elements of system structure. The tool will be made available to the community in the hope that it will facilitate further research on these methods and that its extended use will generate new ideas leading to more features and applications.","Engineering/Science"
"2017.Barry.Dayton.Real.Algebraic.Curves.using.Mathematica.","Barry Dayton","Real Algebraic Curves using Mathematica"".","In this talk, I will give an overview of my current project: a presentation of algebraic curve theory algorithms realized using Mathematica in lieu of theorems using abstract algebra. By an algebraic curve, I mean a point set in  n defined by n–1 or more polynomial equations, which may have integers or machine numbers as coefficients. If n=2, it is a plane curve, which is the full solution set in the projective plane of a single equation. Most of the talk will be about real plane curves. I will emphasize examples and representation of plane curves. Examples include Gauss curves and Newton hyperbolas. Representations use augmented contour plots, the Gauss sphere, the Möbius band and Gauss–Viro diagrams, the latter defined in this talk. Space curves are defined as solution sets of systems of polynomial equations such that at least one solution point has a unique tangent vector and no more than finitely many points do not have unique tangent vectors. I will explain how I work with overdetermined systems. Space curves, even for n>3, can be represented using the Wolfram Graphics 3 D ? language.","Math"
"2017.Max.Coplan.Beyond.the.Black.Hole.Horizon","Max Coplan","Beyond the Black Hole Horizon with Mathematica","Black holes are real astrophysical objects, as recently proven by three successful detections of gravitational waves from colliding black holes. But many aspects of these objects remain mysterious. Prime among these is the nature of their interiors, the regions inside the event horizon� from which no light can escape. These are unobservable by definition, and can only be explored mathematically. Visualization tools like Mathematica are thus our best hope to explore this part of the universe The interior structure of rotating black holes is complex and typically illustrated with the help of special coordinates. But any such coordinate choice necessarily results in a distorted view, just as a flat map of the Earth is necessarily distorted by the choice of projection. The truest way to depict the properties of a black hole is through quantities that are coordinate invariant. Mathematicians have shown that there are at most 17 such curvature invariants describing spacetime inside the most general possible black holes (those with mass, charge and spin). We have developed Mathematica code to compute and plot all these quantities for the first time. The resulting images are far more complex and beautiful than those that are found in the existing literature. In our presentation, we will briefly outline the physical motivation, describe some of the coding challenges that had to be overcome, present the resulting plots and discuss some of the implications.","Engineering/Science"
"2017.Anderson.Gaudio.Mega.Sena.the.Most.Important.Lottery","Anderson Gaudio","Mega-Sena, the Most Important Lottery in Brazil: Simulation, Betting and Learning","In Brazil, lotteries that reward money are controlled by the federal government. And there are various lotteries, such as Mega-Sena, Lotofácil, Quina, Lotomania, Timemania, Dupla-Sena, Federal, Loteca and Lotogol. Of these, the Mega-Sena is the one that pays the highest awards and, therefore, is the favorite of the public. In this presentation, we use Mathematica to generate statistics, simulate betting and investigate how best to maximize your chances of making some money. All of these in just one system. In addition to the recreational character inherent to lotteries, this project has a pedagogical purpose in relation to the Wolfram Language. The language features that are necessary for the development of a system like this are varied. This forces the Wolfram Language apprentice to broaden their knowledge more quickly.","Data Science"
"2017.Maik.Meusel.Computer.Based.Assessment.Testing.and.Grading","Maik Meusel","Computer-Based Assessment: Testing and Grading with the Wolfram Cloud","Using Mathematica and an online platform, we provide students with engaging learning resources and individualized tests, and teachers with a solution to large-scale assessment. Through automated grading, we are able to handle courses of any size without having to trivialize assessment itself. While the test questions are created with Mathematica, the deployment, answering and grading is handled by the Wolfram Cloud. In this talk, I will demonstrate how individualized questions are created. Then participants will have the opportunity to take a live test (online) to see how the automated grading works.","Education"
"2017.Marco.Thiel.From.Data.to.Knowledge","Marco Thiel","From Data to Knowledge","In this presentation, we will show how to make use of data that we gather in our daily lives to make better decisions or to monitor our (or a patient's) well-being. We will show the entire process from data collection, via data cleaning, to using advanced algorithms to gain insight. We will also show how to act upon this information.","Data Science"
"2017.George.Varnavides.Generative.Art.with.Mathematica","George Varnavides","Generative Art with Mathematica","An exploration on Mathematica's suitability for generative art, with examples from symmetry-preserving strange attractors, physical systems (such as spinodal decomposition), genetic algorithm turtle graphics and symmetry identifying convolutional neural networks (work in progress)","Visualization/Image Processing"
"2017.Andrew.Yule.Wolfram.Language.for.Application.Development.","Andrew Yule","Wolfram Language for Application Development: How to Take Full Advantage of NETLink`","The Wolfram Language is one of the most powerful programming languages available to scientists, engineers and developers. By leveraging symbolic computation with powerful built-in functions, one of the Wolfram Language's greatest strengths is its ability to quickly produce highly efficient algorithms. These types of capabilities make the Wolfram Language a very unique option for working in a number of areas, among which is software development. One of the tools provide by the Wolfram Language to assist further with application development is NETLink`. This presentation will discuss how to fully leverage the power of NETLink` to create Windows applications. Specifically, it will address the following: (1) advanced uses of NETLink` required when using it to build software applications; and (2) lessons learned for best communication practices between the Wolfram Language and .NET.","Software Development."
"2017.Emma.Vargo.Co.presenting.Kyle.Keane.W.Craig.Carter.Designing.Nanostructures.that.Reproduce.Colors.","Emma Vargo Co presenting Kyle Keane W. Craig Carter","Designing Nanostructures that Reproduce Colors: an Adaptive Mesh Search Technique","Colors created by photonic structures have a number of benefits over pigment-based colors: they tend to be more vivid, they donÃ¢Â€Â™t fade over time, they can be made from benign materials, and they can be dynamically tuned with slight changes in the structure. The perceived color of a photonic structure comes from its characteristic interactions with light, which are dictated by its materials, geometry, and orientation to the viewer. A number of promising applications require the ability to inverse-design photonic structures with specific colors, but this is a highly under-constrained task. \n \nThis paper describes an adaptive mesh search technique used to design photonic structures with specific perceived colors. The technique is built on MathematicaÃ¢Â€Â™s extensive color functionality, namely the functions Color Distance ? [] and Color Convert ? []. The adaptive mesh search technique is very efficient and results are returned within seconds or minutes on a laptop computer, eliminating the need for cluster computing. The method can be applied to any well-characterized geometry, and can thus be used for all color-based applications of photonic structures, including pigment-free paints, anti-counterfeiting materials, and reflective displays. In this work, the adaptive mesh search is applied to 1D, 2D, and 3D photonic structures, and the resulting designs are satisfactory matches with the desired colors.","Engineering/Science"
"2017.Daniel.Reynolds.Computation.Jockey.For.Education.Outreach.","Daniel Reynolds","Computation Jockey: For Education, Outreach, and Expression","This is an intellectually serious talk and LIVE OUTREACH SHOW demonstrating a paradigm of making STEM interactive and creative by using DJ control devices for education, outreach and expression.","Education"
"2017.Massimo.Fazio.Image.Processing.for.Ocular.Diseases","Massimo Fazio","Image Processing for Ocular Diseases Clinical Research","The abstract focuses on one of the automated algorithms developed for clinical research on ocular diseases. The presentation will also focus on few more of these custom algorithms entirely developed in Mathematica.","Engineering/Science"
"2017.Michael.Kaminsky.Co.Presenting.Kyle.Keane.Craig.Carter.Code.Seal...A","Michael Kaminsky Co Presenting Kyle Keane Craig Carter","Code Seal ? : A Platform for Evidence-Based Computational Curriculum","Built on top of Mathematica, we have developed an open publication and distribution platform for interactive computational STEM curriculum that use the Wolfram Language. Modules published using our platform present STEM concepts while requiring students to complete computational programming challenges that reinforce the application of those concepts. Published modules can be used in traditional classrooms and for synchronous or self-paced online education. By completing a module, students build their own personalized electronic document full of rich interactive visualizations and effective coding techniques. The system is being used in multiple universities across the United States, and we are looking for teachers to join our movement. We will provide an overview of our platform, provide a live walkthrough of a learning module, describe the authoring process and provide instruction for new authors looking to publish learning modules. The system includes extensive data collection about student habits and actions by collecting information such as keystrokes and code evaluations. This data can be used to provide students and professors with information about metrics such as time spent active, code similarity and which problems posed the most difficulty for classes. This information allows for students to learn which areas they struggle with compared to their peers and for teachers to adjust their assignments and lectures based on the performance of their students.","Education"
"2017.Antonio.Hernández.Garduño.Domain.Coloring.on.the.Riemann","Antonio Hernández-Garduño","Domain Coloring on the Riemann Sphere","Domain coloring is a technique for constructing a tractable visual object of a complex function graph. In this talk, we describe the usage of the package complexVisualize.m (authored by Ángeles Sandoval-Romero and myself) and the basic ideas behind its implementation. This package improves on existing domain-coloring techniques by rendering a global picture on the Riemann sphere (compactification of the complex plane). Additionally, it allows dynamic visualization of families of Möbius transformations. Various examples will be discussed.","Math"
"2017.Davit.Shahnazaryan.A.Package.for.Symbolic.PDE","Davit Shahnazaryan","A Package for Symbolic PDE Analysis","Many symbolic computations and manipulations required in the analysis of partial differential equations (PDE) or systems of PDEs are tedious and error prone. These computations arise when determining conservation laws, entropies or integral identities, which are essential tools for the study of PDEs. Here we discuss a new Mathematica package for the symbolic analysis of PDEs that automates multiple tasks, saving time and effort. Our package provides the following functionalities: finding symmetry group of different PDF systems (e.g. the Navier–Stokes equation); generation of polynomials invariant with respect to different symmetry groups; simplification of integral quantities by integration by parts and null Lagrangian cleaning; computing general forms of expressions by integration by parts; finding equivalent forms of an integral expression that are a simpler or more symmetric form; determining necessary and sufficient conditions on the coefficients for the positivity of a given symbolic expression. Using this package, we can simplify integral identities and find conserved and dissipated quantities of a time-dependent PDE or a system of PDEs. Some examples in the theory of mean-field games and semiconductor equations are discussed.","Math"
"2017.Alan.Calvitti.Patterns.in.Functional.Data.Analysis","Alan Calvitti","Patterns in Functional Data Analysis","Mathematica 10 introduced innovative features for data, including associations for relational and hierarchical data, with keys that can be almost arbitrary expressions, along with a range of new methods and query mechanisms. In this talk, based on material from the forthcoming book Functional Data Analysis: Practical Methods for Science Workflows, I describe some common programming and query patterns encountered in No SQL ? data workflows using a functional approach. I focus on hierarchical and temporal logic on multi-GB-scale data. The modular orthogonal nature of the Wolfram Language is illustrated via a range of highly reusable one-liner helper functions developed during the course of real-world scientific and commercial work primarily in healthcare and fintech domains but of general applicability. The resulting API will be freely available with the book. Topics include recursive queries navigating and processing deeply nested and ragged datasets, utilizing composite keys, combining and mapping data from different branches, handling missing values, leveraging pattern matching and advanced operators. The presentation is rounded out with a list of Key counterparts of existing functions and desirable extensions to the Association model to help automate redundant tasks and reduce programmer errors.","Data Science"
"2017.Emma.Yang.Tackling.Cancer.using.the.Wolfram","Emma Yang","Tackling Cancer using the Wolfram Language","In the United States, lung cancer strikes 225,000 people every year and accounts for $12 billion in health care costs. During my work in the Wolfram Mentorships Program, I have had the opportunity to leverage lung cancer datasets from Kaggle's 2017 Data Science Bowl to explore machine learning and data science on a much grander scale than I have in the past. My goal is to use the Wolfram Language to implement preprocessing and machine learning approaches to build a classifier that can identify lung cancer based on CT scans of the lung based on data from multiple data sources. My presentation will describe the challenges I faced and what I have learned from my first experience with large-scale machine learning and data science.","Data Science"
"2017.Carol.Chen.Marcel.Curtis.Chong.Kevin.Pei.Recap.Intelligent.Note.taking","Carol Chen, Marcel, Curtis Chong, Kevin Pei","Recap: Intelligent Note-taking","When was the last time you found that your notes made no sense? Note-taking is an incredibly difficult art to master; what makes sense in the moment can make little sense later on. The reason behind this is the lack of context: what was the presenter speaking about? Did the audience follow up with a question? What was illustrated in the presentation or on the board? Recap was created with this need in mind and built to address common pitfalls in note-taking—be it at the lecture hall, onsite or in a meeting room. Together, we will explore how Recap makes use of contextual information and Wolfram APIs to deliver a truly exceptional note-taking experience.","Education"
"2017.Bill.Molchan.Practical.Business.Decision.Making","Bill Molchan","Practical Business Decision-Making","Management of labor, capital and sales involves making decisions in the face of uncertainty and ambiguity. Gantt charts and sales funnels can be helpful, but are often expensive to build and fail to capture the nuances of your situation. Modeling in Mathematica breaks beyond naive models and can automatically update models to reflect new data, letting you make more informed decisions and maximizing your payouts. This presentation will expand upon models for sales and project management, answering questions such as: What effect does my commission rate have on my sales? What impact would hiring or firing a salesman have on profits? How can I handle the uncertainty about how much time or money a project will cost? The first half of the session will focus on how to use select models and the ways they can be practically applied. The second half will cover implementation details and Q&A.","Data Science"
"2017.Mark.Kotanchek.Life.Doesn.t.Have.to.be","Mark Kotanchek","Life Doesn't Have to be Hard","The insight more than 15 years ago that we needed to simplify and automate the extraction of actionable insight from real-world data was the genesis for Data Modeler ? 's development. The GUI that is the current instantiation of that effort (the function package remains available for advanced analysis and automated workflows) continues that theme.In this talk, we review the basic concepts, benefits and workflow around using evolutionary pressures to reward simplicity and accuracy to develop compact human-interpretable models from multivariate data—despite the presence of data gaps and coupled inputs. In keeping with the philosophy of making life easy on the user, low-order categoricals (True/False, Fred/George/Harry, etc.) can now be automatically converted into numerics suitable for model development.","Data Science"
"2017.Samir.Sayegh.Univers.IOL...From","Samir Sayegh","Univers IOL ? : From Symbolic Representations to Perfect Vision","In this brief talk, we will illustrate a number of areas where Mathematica has contributed powerful tools that ultimately improve the delivery of precise and accurate glasses-independent vision to patients with initially poor vision or even legal blindness, secondary to cataract and/or refractive error (myopia, hyperopia, astigmatism). The 21st century has seen the development or maturation of rapid and effective methods to perform cataract surgery (manual, ultrasound or laser assisted), the introduction of stable and effective toric (astigmatism-correcting) intraocular lenses (albeit with a general confusion as to the computational paradigm to be used) and an increased awareness of the major limitations of previous computational paradigms. In this context, our development of the Univers IOL ? intraocular lens calculation tool, often with algorithms initially implemented and tested in Mathematica, has allowed us to offer surgeons throughout the world a powerful approach to select the optimal intraocular lens and improve their surgical results, as well as the vision and quality of life of their patients. We show specific examples of symbolic computational paradigms that were developed in Mathematica prior to their lightning-fast, online-accessible numerical implementation. We conclude with an indication of tools used to develop relevant intellectual property and the presentation of three models of cataract surgery delivery in the world and how they benefited from the use of Univers IOL ? .","Engineering/Science"
"2017.Youngjoo.Chung.Mathematics.of.Series.with.the","Youngjoo Chung","Mathematics of Series with the Symbolic Computing Package","The symbolic computing package is a Mathematica add-on package that facilitates symbolic computation with mathematical expressions; it has over 800 functions and its own interpreter language for manipulation and evaluation of mathematical expressions. After a brief introduction of the package, this presentation will discuss application of the package functions to various kinds of series that occur in mathematics and physics problems, such as the solution of differential equations, evaluation of integrals and residues, analysis of asymptotic behavior and Fourier analysis.","Math"
"2017.David.Leigh.Lancaster.From.Policy.to.Practice.The.Evolution","David Leigh-Lancaster","From Policy to Practice—The Evolution of the Victorian Certificate of Education Senior Secondary Mathematical Methods Computer-Based Examination","Mathematical Methods is the Victorian Certificate of Education (VCE) high-stakes senior secondary mathematics subject that is a prerequisite for science, engineering, mathematics, medicine and economics university degrees in Victoria and around Australia. Between 16,000 and 17,000 students do Mathematical Methods annually. It is assessed by two examinations, one technology-free and one technology-active, comprising 66% of the final student score, and school-based assessment, comprising 34% of the final student score. Both the technology-active examination and school-based assessment assume student access to an approved CAS technology. The Victorian Curriculum and Assessment Authority (VCAA) is the statutory authority responsible for curriculum and assessment Preparatory–Year 12 in Victoria. From 2010, the VCAA has introduced a computer-based model for the technology-active Mathematical Methods Examination 2 using Mathematica. The Victorian Department of Education and Training (DET) has provided cross-sectoral license access and support for a suite of Wolfram technologies for Victorian secondary students and teachers as part of its Vic STEM ? initiative. This session will provide an overview of the policy, conceptual, structural, operational and professional learning framework and processes for the development, trialing and expanded implementation of this computer-based examination. Several aspects of the examination will be demonstrated as well as some applications of Mathematica to school-based assessment. The session will conclude with discussion of current work and some (possible) future directions.","Education"
"2017.Anton.Antonov.Prefix.Trees.with.Frequencies.for","Anton Antonov","Prefix Trees with Frequencies for Data Analysis and Machine Learning","In this talk we are going see the applications of a particular data structure -- Prefix trees with frequencies -- in different data analysis and machine learning tasks. First we give a brief definition and motivation. Then we proceed with examples of basic operations and performance of implementations. The main part of the talk is the applications of Prefix-trees-with-frequencies to data analysis, natural language modeling, classification, and sequences prediction and emulation. Comparisons with Naive Bayesian Classifiers and Recurrent Neural Networks are made. Several implementations in WL, R, and Java are discussed and compared. The main goal of this talk is to show Prefix trees with frequencies as a complimentary or alternative method for doing data analysis and Machine learning tasks -- a method that (i) has a great performance, (ii) has great knowledge representation abilities, and (iii) provides results that easy to interpret and explain.","Software Development"
"2017.Milad.Pourrahmani.Hunting.Gravitational.Lenses.with.Neural","Milad Pourrahmani","Hunting Gravitational Lenses with Neural Networks","I will present my results on the identification of distant, strong, gravitationally lensed galaxies in large astronomical surveys by taking advantage of the deep learning functionalities of Mathematica. Gravitational lensing, a prediction of Einstein's general theory of relativity, is observed when two galaxies are aligned along the same line of sight, after which the gravitational field of the dark matter surrounding the foreground galaxy bends the light coming from the background source and magnifies its image. Lensing galaxies are extremely valuable in cosmological studies since they provide the ideal laboratories for studying the very distant universe by providing unprecedented details of distant sources for what otherwise would have been a few bright pixels on the most powerful telescopes. However, finding these natural telescopes among millions of galaxies (per square degree) can be a challenging task. I will discuss utilization of Mathematica in generating a training dataset by simulating gravitational lenses and by training convolutional neural networks to identify real lenses in large astronomical surveys. I will further demonstrate how Mathematica can be an alternative to Google's Tensor Flow ? and convey my experience using external GPUs to train deep learning algorithms on Mathematica. These results will be published in The Astrophysical Journal .","Engineering/Science"
"2017.Mark.Greenberg.Chicken.Scratch.Wolfram.for.Homeroom","Mark Greenberg","Chicken Scratch: Wolfram for Homeroom","The Wolfram Language helps researchers find new planets, compare genes and predict the effects of ionizing radiation. It is clearly a very powerful tool in technical scientific fields. But what can an ordinary public school teacher like me do with it? To illustrate my answer to that question, I’ll demonstrate Chicken Scratch, a broad-spectrum academic trivia game made entirely in the Wolfram Language. The game covers 15 academic subjects with millions of randomly generated questions that take advantage of Wolfram’s curated data, 2D and 3D display capabilities, real-time information, image manipulation functions, etc. Come join the fun!","Education"
"2017.Edward.Conjura.Mathematica.In.Education.Meet.Up","Edward Conjura","Mathematica In Education Meet Up","Edication","-------------"
"2017.Name.Talk.Title","Name","Talk Title","Abstract","Track"
"2017.Kevin.Daily.Parallel.Functionality.and.High.Performance","Kevin Daily","Parallel Functionality and High Performance Computing","The Wolfram kernel can be utilized in parallel computing environments, but which one works best for your workflow? This talk provides an overview of parallel computation in the Wolfram Language and how to take advantage of available kernel resources. It covers local parallel computation to scalable computation on a SLURM cluster. Both client and system administrator positions are considered.","Math"
"2017.Toni.Schindler.RDF.SPARQL.and.entities","Toni Schindler","RDF, SPARQL and entities","In this talk, I will demonstrate how to interact with the semantic web using prototype technology in the Wolfram Language, including: (1) representing RDF graphs and graph stores in memory; querying local RDF data; and remote SPARQL endpoints and entities using symbolic SPARQL; and (2) writing entity queries using SPARQL that are hard to formulate with existing entity query techniques.","Data Science"
"2017.Eila.Stiegler.Jeff.Bryant.Personalized.Marathon.Analyses","Eila Stiegler Jeff Bryant","Personalized Marathon Analyses","Ever wondered how employees at Wolfram Research balance work and life? Lots of us are runners, and in this presentation we are going to show how we can use the Wolfram Language to analyze running events such as our local Illinois Marathon. Our talk is going to illustrate how a regular dataset from such an event can be transformed into an entity store, become part of our Data Repository and finally result in an animation of the race itself.","Data Science"
"2017.Chip.Hurst.James.Mulnix.Step.By.Step.Advances.in.Wolfram.Alpha","Chip Hurst James Mulnix","Step-By-Step Advances in Wolfram|Alpha","Come learn about step-by-step solutions in Wolfram|Alpha. See brand-new coverage and features, and hear about the philosophy and methodology behind the steps and what's to come in the future.","Education"
"2017.Meng.Lu.Noriko.Yasui.Francisco.Rodriguez.Arias.Translating.Wolfram.Alpha.into.other.Languages","Meng Lu Noriko Yasui Francisco Rodriguez Arias","Translating Wolfram|Alpha into other Languages","We will give an introduction to the Wolfram|Alpha localization project that aims to extend Wolfram|Alpha's question-answering abilities to multiple non-English languages. We'll discuss the project's general background and some unique challenges as well as the product's current status, and give a demonstration of some examples.","Software Development"
"2017.Andrew.Steinacher.Food.in.the.Wolfram.Language","Andrew Steinacher","Food in the Wolfram Language III","The Wolfram Language now has more comprehensive food and nutrition data than ever before, with almost 150,000 searchable foods. Because the Wolfram Language seamlessly integrates common dietary restrictions and computational ingredient lists for over 100,000 packaged foods, users can easily avoid foods made with allergens or particular ingredients. Several other new features have been incorporated, including acidity (pH) information for hundreds of food types, alignment to PLU codes used by grocery stores worldwide and hundreds of detailed ingredient substitutions. Additionally, many existing features have been improved, including support for more barcode formats and a better alignment with international foods.","Engineering/Science"
"2017.Jason.Biggs.What.s.New.in.Chemistry.in","Jason Biggs","What's New in Chemistry in the Wolfram Language","Chemical Data ? , introduced in version 6, gives access to thousands of curated chemical entities and their properties. This talk will show new data structures under development which will allow users to create and modify their own molecular structures directly in the Wolfram Language.","Engineering/Science"
"2017.Eric.Weisstein.Michael.Trott.Working.with.Units.and.Physical","Eric Weisstein Michael Trott","Working with Units and Physical Quantities","In this talk, we give examples of the use of units and physical quantities in the Wolfram Language. Wolfram|Alpha already contains what is likely the world's most extensive and carefully curated collection of units, and unit conversions are one of the more popular computations on that website. Over the last several years, the Wolfram Language has seen increasing support for and functionality involving units and the physical quantities into which they fall. This functionality has recently been enhanced through the introduction of physical constants as entities, making it easy to access and use these constants in computations, as well as to distinguish and use values derived from different (including historical) standards bodies.","Engineering/Science"
"2017.Dan.Mc.Donald..Ian.Ford.James.Mulnix.Nicolas.Robles.Lin.Cong.Conjecturing.Theorems.in.Euclidean.Geometry","Dan Mc Donald ? Ian Ford James Mulnix Nicolas Robles Lin Cong","Conjecturing Theorems in Euclidean Geometry","We preview upcoming functionality for drawing and making conjectures about symbolically described, coordinate-free scenes in plane geometry, and include a glimpse of future automated theorem-proving abilities.","Math"
"2017.Ian.Ford.James.Mulnix.Yihe.Dong.Representing.and.Finding.Mathematical.Theorems","Ian Ford James Mulnix Yihe Dong","Representing and Finding Mathematical Theorems","We present a semantic parser for mathematical expressions and a retrieval tool for specialized mathematical results posted on arXiv over the past two decades. We also discuss a link between the Wolfram Language and the Lean theorem prover, and present a few applications. We also present some curated collections of definitions and theorems in algebra and topology.","Math"
"2017.Anshu.Manik.Wolfram.Technical.Services","Anshu Manik","Wolfram Technical Services","Wolfram Technical Services works with users to leverage Wolfram technologies to automate processes, develop custom applications, implement innovative algorithms, run deep data analysis, etc. This year, we will present work done in developing custom applications that had innovative interfaces backed with powerful engines and some very interesting visualizations. Such work was done for companies in the fields of education, energy, services, government, engineering and technology, and for hobbyists.","Software Development"
"2017.Wang.Zhang.Reinforcement.Learning.with.Wolfram.System","Wang Zhang","Reinforcement Learning with Wolfram System Modeler ? ","A Monte Carlo method learns how to make right choice for Blackjack. A more complicated environment is created with System Modeler ? , which allows a more general and easier approach to modeling the problem in the real world.","Engineering/Science"
"2017.Jan.Brugard.What.s.New.in.System.Modeler","Jan Brugard","What's New in System Modeler ? ","System Modeler ? is routinely used by the world's engineering organizations on some of the most complex engineering systems—as well as in fields such as life sciences and social science. We've been pursuing the development of what is now System Modeler ? for more than 15 years, adding more and more sophistication to the capabilities of the system. In this presentation, key new features of System Modeler ? 5 will be presented, including extended support for model import and export, new model libraries, an extensive set of new built-in examples, modular reconfigurability of models and the ability to create a fully computable object representing variations of model parameters.","Engineering/Science"
"2017.Patrik.Ekenberg.System.Modeler..in.the","Patrik Ekenberg","System Modeler ? in the Wolfram Language","Modeling of dynamic systems is an important tool for understanding, design and analysis in many physical and cyber-physical domains. We are about to bring system modeling seamlessly into the Wolfram Language, providing you with fully integrated tools for simulation, analytics and programmatic model creation capabilities, creating the perfect environment for model-based development. Get a preview of the full integration of system-modeling functionality into the Wolfram Language!","Engineering/Science"
"2017.Jan.Brugard..Patrik.Ekenberg.System.Modeler..in.Industry","Jan Brugard & Patrik Ekenberg","System Modeler ? in Industry","{""Avionics: development of landing algorithms and control systems for autonomous drones"", ""Energy: design of a concentrated solar power system (a system that uses solar power and Stirling engines to generate electricity)"", ""Precision medicine: using models of the liver to avoid biopsies when diagnosing liver conditions""}","Engineering/Science"
"2017.Jan.Brugard..Patrik.Ekenberg.System.Modeler..in.Education","Jan Brugard & Patrik Ekenberg","System Modeler ? in Education","This talk will show how System Modeler ? and the Wolfram Language can be used in high schools and universities to explain concepts that would otherwise be very hard for the students to understand. Examples from physics, life science and chemistry will be given. The material, including teacher material and student assignments, will be made available for the participants.","Engineering/Science"
"2017.Cesar.Loli.Historical.information.in.Wolfram.Alpha","Cesar Loli","Historical information in Wolfram Alpha ? and the Wolfram Language","The Wolfram Language has been updated with a significant amount of newly added historical data. That data in conjunction with the tools available in the language can be used to teach and research about history. We will explore the capabilities of the language regarding the recently updated information on historical countries and military conflicts and by this, we'll examine the history of the world through charts, maps and calculations.","Data Science"
"2017.Robert.B.Nachbar.Building.an.Interactive.Game.Modeled","Robert B. Nachbar","Building an Interactive Game Modeled on Jeopardy!","The Wolfram Language has a rich set of high-level interactive capabilities built around Dynamic, which makes it eminently suitable for building games. When an opportunity came up to develop a group activity for teens based on the Jeopardy! game, Mathematica was the natural choice for the platform. This talk will describe the design of the finite-state automaton that orchestrates the interaction, game-board design, scorekeeping, sound effects and overcoming the difficulties encountered when playing the game on video displays with widely different resolutions and aspect ratios. The experience of the game is only as good as the answers and questions. There is a REST API on the web ( http://jservice.io ) with historical data from the TV show, and we will describe how we made use of it to build a back end database in the Wolfram Language for the game.","Software Development"
"2017.Keiko.Hirayama.Neuroscience.in.the.Wolfram.Language","Keiko Hirayama","Neuroscience in the Wolfram Language","As part of our efforts to make diverse fields such as medicine and life science computable, we have recently introduced new neuroscience-related content in the Wolfram Language. In the past decades, neuroscientists have taken a major step toward the construction of a comprehensive neuronal connectivity map as well as a statistical cognitive atlas of our brain. Our human brain contains roughly 100 billion neurons that act together and project to specific functionally and structurally subdivided areas of the brain to process/encode information and execute commands. The brain's anatomy, the characteristics of varied types of neurons and cognitive maps represent some key aspects of the functional organization and processing abilities of our nervous system. Our new neuroscience content will give you some insights into how the human brain is organized and how it coordinates the processes in our nervous system.","Engineering/Science"
"2017.John.Mc.Gee..The.Power.of.Dot.and","John Mc Gee ? ","The Power of Dot and Cross for Geometry in R3","In this presentation, we will explore the application of the vector dot product and the vector cross product in R3 in order to implement efficient, robust geometric constructions and computations. We will illustrate by example the use of symbolic vector algebra, along with the power of the Wolfram Language functions Simplify and Reduce, to produce efficient functions for geometric computation. We will include vector based-algorithms applied to 3D mesh geometry as a complement to the rich set of Boolean mesh operations introduced in Mathematica 11.2.","Math"
"2017.Swede.White.Computational.Public.Relations.What.is","Swede White","Computational Public Relations: What is Possible When We Apply Computation Everywhere?","The term ""big data"" has become ubiquitous across fields and disciplines. In recent years, tools and methods to analyze so-called big data have become more readily available. Public relations has lagged behind fields such as marketing and business intelligence in terms of analyzing data for actionable insight. At the same time, public relations, marketing and business intelligence exist less in vertical silos and more on a lateral horizon. Drawing from tools and methods used in data science, a new era of analytical techniques are applied in computational marketing, public relations and business intelligence. In this talk, I will survey some of these techniques in the Wolfram Language as applied to identifying audiences and their needs and wants, as well as explore how to strategize public relations messaging using network science, providing deep insight into who to target, when and how.","Data Science"
"2017.Ian.Johnson.New.in.11.2..External","Ian Johnson","New in 11.2 : External Evaluate ? ","This talk will present new functionality in the Wolfram Language to evaluate external programming languages from the Wolfram Language and return the result straight into Mathematica. This talk will go over the basics of using the new functionality, as well as potential applications and future directions for it.","Software Development"
"2017.Ian.Johnson.Systems.functionality..New.and","Ian Johnson","Systems functionality : New and Upcoming","This talk will present some of the new systems functionality added in 11.2, including new and improved sockets technology, support for 0MQ sockets and new system memory functions. Additionally, upcoming implementations of running web servers from the Wolfram Language, capturing network packet data live in the Wolfram Language, systematic control of web browsers from the Wolfram Language and more upcoming functionality will be presented.","Software Development"
"2017.Yuzhu.Lu.3D.Graphics","Yuzhu Lu","3D Graphics","This presentation will present some updates of Mathematica 3D graphics, including some experimental progress of stereoscopic rendering and non-photo-realistic rendering. It will also provide some examples and demos with these new features.","Vizualization/IP"
"2017.John.Fultz.FE.Talk","John Fultz","FE Talk","Software Development","9/14 mm"
"2017.Rob.Raguet.Schofield.Wolfram.CDF.Player.for.iOS","Rob Raguet-Schofield","Wolfram CDF Player for iOS","View and interact with Computable Document Format (CDF) files from your Wolfram Cloud account, websites, email attachments or other cloud storage using Wolfram Player for iOS.","Software Development"
